Player,Age,Pos,Squad,Nation,std_MP,std_Min,pass_Cmp%,pass_PrgDist,pass_KP,pass_1/3,pass_PPA,pass_PrgP,passt_TB,passt_Sw,passt_Crs,gca_PassLive,gca_PassDead,poss_Carries,poss_PrgDist,poss_PrgC,poss_1/3,poss_CPA,gca_TO,gca_Sh,gca_Fld,def_Tkl,def_TklW,def_Int,def_Tkl+Int,def_Blocks,def_Pass,def_Def 3rd,def_Mid 3rd,def_Att 3rd,misc_TklW,misc_Recov,misc_Won,misc_Lost,misc_Fls,misc_Fld,poss_Mis,poss_Dis,def_Lost,std_Gls,std_Ast,std_xG,std_xAG,std_PrgR,shoot_Sh,std_CrdY,std_CrdR,std_90s,pt_Min%,pt_Mn/MP,Cluster
Ezequiel Bullaude,23.0,MF,Fortuna Sittard,ar ARG,28.0,2058.0,-1.685123211150852,-1.0924567388849011,-0.6650640806615757,-1.0718686692539496,-1.0552445038232001,-0.9545660982735193,-0.5600924461924218,-0.6746964548775974,-0.6420385701313805,-0.8644027924118517,-0.6429665262144203,-0.820545930472657,-1.0283089424109222,-0.6727704972975699,-0.638013099094763,-0.45781391047382386,-1.0160848173050159,0.8564569304983172,0.47497142294145417,-0.27733865124702956,-0.18416246202582498,-0.3627512200578099,-0.32024937645190077,-0.4282274369809095,-0.1762425736952599,-0.404492586808525,-0.6119218592285408,1.537811713073114,-0.18416246202582498,0.41612386650335037,0.7465807138390382,2.057629798633277,1.4281957637747533,0.5671267783478282,1.8685395223916956,0.8547987626767432,1.8587264458268353,0.6147322265709846,-0.43347900640775816,1.1643640684584318,-0.15543285148085906,0.06336160282725986,0.40723708099179384,-0.5586690532964138,-0.4417261042993861,0.47530847568499013,0.47154155436736317,0.31657913184672115,1
Gjivai Zechiël,20.0,MF,Sparta R'dam,nl NED,13.0,1025.0,0.8411735304426805,-0.7309999002045732,-0.5837968987353482,-0.8114311578815024,-0.41590007492259046,-0.8443156826803492,-0.086910896822962,-0.9195862792405773,-0.8648949333174796,-0.9175467533004098,-0.4256881828729955,-1.0182564638351312,-0.6723733084814905,-0.42614390601890967,-0.5182328620999608,-0.26016737643666643,-0.006865437954763554,-1.0087159403646846,-0.6075215874832555,-0.6038153818441335,-0.772681634151831,-0.5508444452729706,-0.6208666072209263,-0.5267398520610248,-1.0784993315680071,-0.5791193423470071,-0.5264968703333883,-0.6151246852292456,-0.772681634151831,-0.726759007612858,-0.6584353379519257,-1.013927250354707,-0.3318203331404815,-0.6679493167207757,-0.9417255665338133,-1.049071208739639,-1.3895828710228055,-0.30501980707720605,-0.43347900640775816,-0.37763158977030215,-0.5362433376089636,-0.8429848028322403,-0.720419406177129,-0.04216370213557844,-0.4417261042993861,-1.1381633679806251,-1.140029065408177,0.6790178575590887,1
Ismael Saibari,23.0,MF,PSV Eindhoven,ma MAR,29.0,1782.0,0.8800396341595046,-0.29279088343785964,1.6916841951990202,0.1435063838174708,0.8627887828786288,0.8370031551154962,0.8594522019159576,-0.9195862792405773,-0.34489675254991514,1.7927952520160493,-0.6429665262144203,0.626526909456942,1.6356468177796686,2.040122006767693,1.6378114038064797,2.111591032009223,1.6751668609623236,3.65421623679282,-0.06627508227090066,-0.032481103299201536,-0.31494450027604853,-0.5508444452729706,-0.2000024841442905,-0.4282274369809095,-0.30513639624850947,-0.14255245350080176,-0.1847969147527786,0.9226870278438684,-0.31494450027604853,-0.10336834900401712,-0.45028481176067175,-0.7067715454559086,0.25485169916459677,-0.22685071133913146,1.2502812028280836,0.5374871007740127,-0.14023313377294375,1.7644222686312228,4.085770209332699,2.9516772177690096,1.177403849967507,2.0881780410027386,2.711578598250027,-0.5586690532964138,-0.4417261042993861,0.04037258739252017,0.03765715673548722,-0.6257615550054344,0
Jakob Breum,20.0,MF,Go Ahead Eag,dk DEN,26.0,2059.0,-1.413060485133086,1.1281084134434298,1.9354857409777027,0.46181889771712853,1.661969319004391,1.2228796096915917,3.225359948763257,0.5497526669373017,2.40366506007864,1.261355643130469,4.137157027296925,0.7989978002625047,0.5400324445906365,0.6014668909755081,0.6196793893506606,0.6292420267305421,0.32954102182865386,1.4781812207859846,1.0162179281538088,-0.7262441558180476,-0.772681634151831,-0.927030895703292,-0.8312986687592443,0.06433463841966723,-0.1762425736952599,-0.6664327201162482,-0.868196825913998,0.0,-0.772681634151831,0.7018445850324024,-0.7625106010475526,-0.16924906188301136,-1.1699232364334504,0.7435662205004859,0.5758175814859615,0.8547987626767432,0.23457178740201481,1.534484260219175,1.374220679888425,1.2344547801961014,1.3043406786768752,1.2975354318104089,1.4858650252403287,0.4743416490252569,-0.4417261042993861,0.47530847568499013,0.47154155436736317,0.6790178575590887,0
Jan Žambůrek,23.0,MF,Heracles Almelo,cz CZE,20.0,935.0,-1.0049663961064395,-0.8254641193878167,-0.908865626440258,-0.6667436515634763,-0.9753264502106238,-1.5609433840359555,-0.7966832208771517,-0.4298066305146176,0.3979577914037483,-1.395842401297432,0.4434251904927036,-1.3211321745180706,-1.323068139258733,-0.9605015204560069,-1.1770241655713731,-0.75428371152956,-1.0160848173050159,-1.0087159403646846,-1.1487680926956103,-0.48138660787021953,-0.7072906150267192,-0.26870460745022956,-0.440496268759511,-0.6252522671411402,-0.5629240413550087,-0.14255245350080176,-0.6119218592285408,-0.9226870278438684,-0.7072906150267192,-1.3241750554463307,-0.7104729694997391,-0.7835604716806083,-0.3318203331404815,-1.1972676431787488,-1.0541361700908338,-1.049071208739639,-1.014777949847847,-0.7648958239013013,-0.43347900640775816,-0.9383572836716598,-0.6631801663183319,-0.9779725653772722,-1.3577904641421723,-0.04216370213557844,-0.4417261042993861,-1.278465267429809,-1.2782999174007528,-1.6405899870000635,1
Jochem van de Kamp,20.0,MF,Almere City,nl NED,26.0,2001.0,0.0638514561062089,-0.5348554450949214,-0.09619380717798358,-0.40630614019102895,0.06360824675286679,-0.23793839691791316,-0.7966832208771517,-1.1644761036035571,-0.6420385701313805,-0.22667526174915545,-0.4256881828729955,-0.5387032552538107,-0.7863839412245116,-0.5905616335380165,-0.6979032175921641,-0.26016737643666643,-0.343271897738181,-0.3869916500770173,1.0162179281538088,0.4572339925964545,0.3389656909750693,1.3300878068786361,0.7619726543165913,0.26135946857989795,0.21043889396448892,0.03207430203768039,0.8403029519890506,0.3075623426146228,0.3389656909750693,0.20832698030040336,0.17416676681308998,0.9825848314874828,0.1710414088352999,0.3024676151188416,-0.829314962976793,-0.4937758004098609,-0.26516810749792996,-0.7648958239013013,-0.43347900640775816,-0.6229490808521462,-0.5362433376089636,-0.3416016848078359,-0.671390863256741,0.9908470001860922,-0.4417261042993861,0.37709714607056144,0.38095030651015865,0.5340423672741417,1
Johan Hove,23.0,MF,Groningen,no NOR,20.0,1748.0,0.433079441416034,0.4570188563291366,-0.6650640806615757,1.3588814368888913,-0.256063967697438,0.47868930443769303,-0.5600924461924218,1.2844221400262412,0.1379587010199661,-0.49239506619194556,-0.2084098395315707,-0.25265397294214575,-0.9782554938895959,-0.9605015204560069,-1.1171340470739721,-0.45781391047382386,-0.343271897738181,-0.697853795220851,-0.06627508227090066,-0.5630057905194955,-0.6418995959016075,0.013435230372511429,-0.41043454568260845,-0.2312026068206788,-0.30513639624850947,-0.5791193423470071,-0.35564689254308346,-0.9226870278438684,-0.6418995959016075,-0.6488351752867529,-0.1380590224737909,0.06111771679108746,-1.0023026557748567,-0.7561690377971045,-0.829314962976793,-0.8110874623125913,-1.2646478972978195,-0.7648958239013013,-0.8854039279818039,-0.4477223015079718,-0.5362433376089636,-0.6115772098978998,0.0640372805490782,-1.5916797556180844,-0.4417261042993861,-0.015748172387153706,-0.014790407813420966,1.2589198186988768,1
Jorg Schreuders,19.0,MF,Groningen,nl NED,32.0,1940.0,-0.46084094407091,-0.9415763888005537,0.06634055667447132,-1.0139936667267393,0.7029526756534764,-0.6513774553923014,-0.086910896822962,-0.4298066305146176,-0.23346857095686563,0.3579083080249828,-0.6429665262144203,-0.3199596864272434,-0.04809557553494806,0.6014668909755081,0.020778204376649324,0.8268885607676995,-0.006865437954763554,-0.697853795220851,-0.6075215874832555,-0.19571946859775355,-0.11877144290071319,-0.8329842830957116,-0.41043454568260845,-0.03417777666044811,0.5971203616242378,-0.6664327201162482,0.24232802972298356,0.0,-0.11877144290071319,-0.4929875106345427,-0.8145482325953661,-0.09246013565831175,-0.16419975248188767,-0.31507043241546034,0.2947910725934106,0.45815918529833016,-0.26516810749792996,0.3847942181589369,-0.43347900640775816,-0.13231409868845811,0.09844080593787743,1.4518071604333025,-0.42624814865480126,-0.5586690532964138,-0.4417261042993861,0.29291600640105137,0.2855910982394163,-0.6257615550054344,1
Joshua Kitolano,22.0,MF,Sparta R'dam,no NOR,27.0,1582.0,0.14158366353985716,-0.2941028864820714,-0.014926625251756132,-0.3773686389274237,-0.17614591408486183,-0.430876624205961,-0.32350167150769193,-0.9195862792405773,-0.4191822069452815,-0.27981922263771347,-0.6429665262144203,-0.5765627190891781,-0.47354988796622194,-0.46724833789868636,0.020778204376649324,-0.45781391047382386,-0.006865437954763554,-0.0761295049331837,-0.06627508227090066,-0.39976742522094355,-0.31494450027604853,-0.45679783266539026,-0.440496268759511,-0.2312026068206788,-0.43403021880175907,-0.404492586808525,-0.1847969147527786,-0.9226870278438684,-0.31494450027604853,-0.18129218133012223,-0.29417191711723134,0.2914844954651863,-0.667061494457669,-0.22685071133913146,-0.4920831523057319,-0.5731037158855435,0.10963681367702863,-0.7648958239013013,0.018445915166287602,-0.2724955221637975,-0.4093065088995954,-0.36088565088569763,-0.23013397697324947,-0.5586690532964138,-0.4417261042993861,-0.2682915913956844,-0.2722602701444244,-0.7707370452903815,1
Julian Baas,22.0,MF,Sparta R'dam,nl NED,13.0,850.0,0.04441840424779822,-0.2639268164652019,-0.17746098910421104,-0.4931186439818447,-1.1351625574357762,-1.0096913060701045,-0.7966832208771517,0.05997301821134207,0.9179559721713128,-1.0769786359660838,2.3989302805655264,-1.0014300354638568,-0.9629613846191907,-0.9605015204560069,-0.8775735730843676,-0.75428371152956,-1.0160848173050159,-0.697853795220851,0.47497142294145417,-0.8894825211165995,-0.772681634151831,-0.5508444452729706,-0.8312986687592443,-1.0193019274616015,-1.0784993315680071,-0.7537460978854893,-0.7827718370188457,-1.2302493704584911,-0.772681634151831,-1.6358703847507512,-0.45028481176067175,-1.1675051028041064,-1.1699232364334504,-1.2854873642550777,-1.3913679807618948,-1.445710786118052,-1.1397129235728332,-0.7648958239013013,0.018445915166287602,-0.9383572836716598,-0.5362433376089636,-1.1129603279223041,-1.2107048353810084,-1.075174404457249,-0.4417261042993861,-1.418767166878993,-1.4118028089797918,-0.3358105744355404,1
Kees Smit,18.0,MF,AZ Alkmaar,nl NED,18.0,989.0,0.8217404785842698,-0.680487783002422,0.2288749205269262,-0.52205614524545,-0.256063967697438,-0.5411270397991311,0.14967987786176792,-0.6746964548775974,-0.7163240245267469,-0.0672433790834814,-0.6429665262144203,-0.5681495049035409,-0.3247799159722798,-0.3850394741391329,-0.39845262510515855,-0.16134410941808772,0.32954102182865386,-0.697853795220851,-0.6075215874832555,-0.5630057905194955,-0.5111175576513839,-1.2091707335260329,-0.8012369456823417,-0.9207895123814862,-0.8207116864615079,-0.404492586808525,-0.868196825913998,0.3075623426146228,-0.5111175576513839,-0.8306574507143316,-0.8145482325953661,-0.4764047667818098,-0.7508717847869659,-0.9326084799497623,-0.829314962976793,-0.4937758004098609,0.10963681367702863,-0.7648958239013013,-0.8854039279818039,-0.5879037249833112,0.03497239158319328,-0.45730548127500614,-0.3772196057344133,-0.5586690532964138,-0.4417261042993861,-1.1942841277602987,-1.1972445903706224,-1.0606880258602756,1
Kenneth Taylor,22.0,MF,Ajax,nl NED,33.0,2447.0,0.14158366353985716,1.011340142508587,1.1228139217154283,0.519693900244339,2.141477640679848,1.581193460369395,0.8594522019159576,-0.4298066305146176,0.9179559721713128,1.314499604019027,1.3125385638584026,1.2112452953587276,1.8052723933241634,1.6701821198497027,1.338360811319474,1.4198281628791718,-0.006865437954763554,-0.0761295049331837,-0.6075215874832555,-0.11410028594847754,-0.18416246202582498,0.013435230372511429,-0.07975559183668028,0.06433463841966723,0.21043889396448892,-0.055239075731560686,-0.1847969147527786,0.0,-0.18416246202582498,-0.20726679210549062,0.27824202990871694,0.2146955692404867,1.4281957637747533,1.3611042680347878,0.744433486821492,-0.25579205398281313,0.48444173485198716,1.3045462518071274,1.8261456014624704,1.5498629830156154,2.0024932365784003,1.741066651601228,0.7504368814345095,-0.04216370213557844,-0.4417261042993861,1.0786066433164812,1.0770725268865753,0.31657913184672115,0
Kian Fitz-Jim,21.0,MF,Ajax,nl NED,27.0,1233.0,0.7245752192922108,-0.6831117890908455,-0.6650640806615757,-0.7246186540906867,0.6230346220409002,0.06525024596330485,-0.086910896822962,-0.6746964548775974,-0.5677531157360142,-0.0672433790834814,-0.6429665262144203,-0.3956786140979782,-0.3011435652816534,-0.2206217466200261,-0.2786723881103563,-0.45781391047382386,-0.6796783575215984,-0.3869916500770173,0.47497142294145417,-0.5630057905194955,-0.6418995959016075,-0.7389376704881313,-0.6509283302978289,-0.5267398520610248,-0.43403021880175907,-0.7537460978854893,-0.5264968703333883,0.3075623426146228,-0.6418995959016075,-0.7007843968374897,-0.8665858641431796,-0.7835604716806083,-0.24801004281118458,-0.5797295956444468,-0.3234672469702014,-0.25579205398281313,0.23457178740201481,-0.30501980707720605,-0.43347900640775816,-0.23745016629496263,-0.7901169950277,0.10192953498298328,-0.27916251989363744,-0.04216370213557844,-0.4417261042993861,-0.8154689992475022,-0.8158077572876542,-1.713077732142537,1
Kodai Sano,20.0,MF,NEC Nijmegen,jp JPN,25.0,1970.0,0.6079769081417384,0.23463434033525057,-0.014926625251756132,0.3750063939263128,-0.5757361821477428,-0.23793839691791316,-0.5600924461924218,1.0395323156632614,-0.30775402535223195,0.46419622980209885,-0.2084098395315707,0.7022458371276769,-0.011945862713990146,-0.46724833789868636,-0.15889215111555405,-0.6554604445109813,-0.343271897738181,-0.0761295049331837,-1.1487680926956103,0.008328488025436462,-0.31494450027604853,0.6717615186255738,0.2208616389323453,0.6554091289003593,0.854908006730737,0.2940144353454036,-0.35564689254308346,0.3075623426146228,-0.31494450027604853,1.1953621897644016,0.1221291352652765,0.6754291265886844,0.7577134411403782,1.4493239891111167,0.06996986547936988,0.5374871007740127,1.1091166034769182,-0.30501980707720605,0.018445915166287602,-0.4477223015079718,-0.21890126583554306,-0.38016961696355933,0.015008737628690259,-0.04216370213557844,2.263846284534354,0.33500657623580615,0.3332707023747876,0.6790178575590887,2
Kristian Nökkvi Hlynsson,20.0,MF,Sparta R'dam,is ISL,14.0,1211.0,-1.607391003717204,-0.8418641574404632,-0.014926625251756132,-1.0139936667267393,-0.655654235760319,-0.789190474883764,-0.086910896822962,0.05997301821134207,0.6208141545898473,-0.43925110530338757,1.7470952505412523,-0.9593639645356709,-0.7015711534522642,-0.46724833789868636,0.020778204376649324,-0.26016737643666643,-1.0160848173050159,-0.0761295049331837,-0.06627508227090066,-0.8894825211165995,-0.8380726532769428,-0.8329842830957116,-0.9214838379899519,-1.1178143425417169,-1.0784993315680071,-0.7537460978854893,-0.6973468481236932,-1.537811713073114,-0.8380726532769428,-0.9345558938158051,-0.45028481176067175,-0.7067715454559086,-1.0023026557748567,-0.491509874568118,-0.3796725487487116,-0.8110874623125913,-0.7649080023978747,-0.30501980707720605,0.47037083674033336,0.042912680655716205,-0.15543285148085906,-0.05234219363991036,-0.03401980529169769,-1.5916797556180844,-0.4417261042993861,-0.8435293791373388,-0.8491834801824137,1.2589198186988768,1
Leo Sauer,18.0,MF,NAC Breda,sk SVK,31.0,2482.0,-2.1515164557527333,-0.5663435181560026,0.5539436482318361,-0.9271811629359235,0.4631985148157478,-0.430876624205961,-0.32350167150769193,-0.6746964548775974,2.217951424090224,0.6236281124677729,0.4434251904927036,0.7527251222415,2.4587479712414795,3.807612577598092,3.25484460323631,4.186879639399376,1.3387604011789063,1.4781812207859846,3.7224504542155827,0.049138079350074464,-0.0533804237756014,-1.3972639587411937,-0.41043454568260845,0.1628470534997826,0.7260141841774873,0.11938767980692147,-0.1847969147527786,0.6151246852292456,-0.0533804237756014,0.4680730880540871,0.7986183453868517,1.136162683936882,0.003420828176706111,2.0668620366454187,2.6554137472908383,2.203373325763347,-0.39010308122291615,0.8446702349830322,0.018445915166287602,0.9540919332454226,0.4792512920659821,2.5702771929492814,1.8290648256830442,-0.5586690532964138,-0.4417261042993861,1.1347274030961552,1.129520091435483,0.7515056027015622,0
